hr_mean,hr_std,spo2_mean,spo2_std,bp_sys_mean,motion_mean
81.34128432035628,0.5145339260496209,96.92507912515225,0.48534132694762877,119.61440899190306,0.20121207434901955
81.30964900502286,0.514089740569173,96.82608597321061,0.3285645800573544,119.95759415112074,0.21235088779807568
81.25056390367212,0.6328974192405606,96.77493577236793,0.24909411709695525,120.28978697243645,0.21013694020451937
81.1131040936481,0.8149692514068958,96.76196505595681,0.2276057560262134,119.39822482011559,0.1996158270767303
80.79994215261864,1.0485417523045495,96.7974132492366,0.2817154766355391,119.556279604971,0.20180022463198796
80.40271826520186,1.4723857302062786,96.83830317144019,0.30763603597192213,119.5205699066855,0.21058861248082753
80.04341325419699,1.7410123847171652,96.90996504819404,0.28539322094745445,120.13078467753628,0.21262343677537113
79.54823353418557,1.8341908963708324,96.95536296616646,0.23926347777341114,120.04840433255781,0.20826031066508785
79.05020614637276,1.75668478318482,96.96527582676252,0.22388804492653325,119.5019483696863,0.20858830628858635
78.73204438324873,1.6819664764317939,96.96478375490584,0.22483052917768048,120.51968399905768,0.20936745494517148
78.38603666289681,1.429326769910517,96.93012341435339,0.26713347813304245,121.04362838124935,0.19489796035072388
78.17546196458643,1.087143301571664,96.89205167747093,0.28856720212713616,120.48087363622804,0.18859444065202485
78.13480710961159,1.0190076563267756,96.87746994982162,0.28907426069754266,120.57691655563289,0.1791101599336062
78.11087745441752,0.9820952550726405,96.85679623949639,0.28195583349781733,119.85726376988944,0.18454422218670877
78.14257270410528,1.0102709826721668,96.80695350557225,0.23345407123825532,119.71770981827521,0.20216749966461584
78.36239188496758,1.0693199357068262,96.7803048032591,0.19721394941431764,120.19967432264647,0.2020372570629593
78.50685968526291,1.012756343735401,96.76346938884987,0.16706610438769,119.52666221755517,0.1936144794344435
78.62864053094792,0.8779748925722048,96.75794754896978,0.16216745254817141,119.58725452282565,0.19628446576469977
78.76457446179066,0.694219847477932,96.79209733218022,0.18040795102607451,120.0065284746263,0.18825446915086536
78.88963959226287,0.5765410847208917,96.84284095542296,0.18414049925061154,118.91150272379168,0.19463038042767128
79.01110921334835,0.4468349426729397,96.89927301696795,0.15249717410746164,118.30054183680811,0.20663772109933337
78.9681449044277,0.46117786708048153,96.9507684636666,0.11502729451856564,119.08826207243324,0.19590861313605806
79.05815361203206,0.6388566602928041,96.99321338960942,0.1314973359444812,118.69395577321659,0.21571945856827304
79.13961375272585,0.731418634610146,97.02613738471958,0.1334819055410434,119.39085787808213,0.21796567883449974
79.22465300571895,0.7722965029815919,97.06730722622453,0.12182958737915425,119.669758201384,0.20601124342046853
79.32447131981722,0.8831731085524973,97.09060585576248,0.11334841647924433,119.07926982810022,0.20293071418648995
79.4684249824037,0.9034854053195455,97.10470540015328,0.10681638456984058,119.56515427352596,0.21496646312494888
79.56928680623608,0.8009740045260121,97.11670803076224,0.08027696169899691,119.7632345800146,0.21396818839981752
79.53488806730047,0.8609606734013816,97.10390700847434,0.10297233244186973,119.60564711349305,0.21560995491038284
79.43481425139063,0.9896449528401663,97.08238830014254,0.12736349735924632,120.173274647537,0.21014117482268171
79.28203807642286,1.156729883026143,97.06641084747466,0.13883587851083803,120.60949890346133,0.20184520177987295
79.28957826736941,1.1523054141919715,97.04287024670344,0.15273052916391483,120.17214963838144,0.21048178415397606
79.1146724337712,1.0892391680677413,96.99871226546341,0.1572631361926768,120.35283638770538,0.19982600972675518
79.0737596252475,1.0506584093612645,96.95255939554653,0.16518856410540297,120.05124126556898,0.1943313228673702
79.12189609226456,1.1040491711653655,96.90381015157263,0.14857323537346953,119.73956393744047,0.187481435925226
